  100125/6000000: episode: 147, duration: 4.360s, episode steps: 511, steps per second: 117, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.386 [0.000, 5.000],  loss: 0.006741, mae: 0.023042, mean_q: 0.034233, mean_eps: 0.979987
 2423193/6000000: episode: 3340, duration: 28.944s, episode steps: 1298, steps per second:  45, episode reward: 33.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.171 [0.000, 5.000],  loss: 0.014102, mae: 2.228684, mean_q: 2.683242, mean_eps: 0.515491
 2424523/6000000: episode: 3341, duration: 28.631s, episode steps: 1330, steps per second:  46, episode reward: 30.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.151 [0.000, 5.000],  loss: 0.013399, mae: 2.212543, mean_q: 2.663508, mean_eps: 0.515228
 2425154/6000000: episode: 3342, duration: 13.927s, episode steps: 631, steps per second:  45, episode reward: 14.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.008 [0.000, 5.000],  loss: 0.013491, mae: 2.226059, mean_q: 2.682151, mean_eps: 0.515032
 2425653/6000000: episode: 3343, duration: 10.758s, episode steps: 499, steps per second:  46, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.094 [0.000, 5.000],  loss: 0.014963, mae: 2.227302, mean_q: 2.682451, mean_eps: 0.514919
 2426302/6000000: episode: 3344, duration: 12.919s, episode steps: 649, steps per second:  50, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.431 [0.000, 5.000],  loss: 0.013198, mae: 2.216709, mean_q: 2.668562, mean_eps: 0.514804
 2427044/6000000: episode: 3345, duration: 15.149s, episode steps: 742, steps per second:  49, episode reward: 16.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.492 [0.000, 5.000],  loss: 0.014434, mae: 2.212952, mean_q: 2.663983, mean_eps: 0.514666
 2427664/6000000: episode: 3346, duration: 13.952s, episode steps: 620, steps per second:  44, episode reward: 14.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.302 [0.000, 5.000],  loss: 0.015576, mae: 2.215566, mean_q: 2.668696, mean_eps: 0.514530
 2428360/6000000: episode: 3347, duration: 14.759s, episode steps: 696, steps per second:  47, episode reward: 14.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.684 [0.000, 5.000],  loss: 0.013208, mae: 2.211438, mean_q: 2.663937, mean_eps: 0.514398
 2429414/6000000: episode: 3348, duration: 21.357s, episode steps: 1054, steps per second:  49, episode reward: 24.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.259 [0.000, 5.000],  loss: 0.015112, mae: 2.225483, mean_q: 2.678826, mean_eps: 0.514223
 2430063/6000000: episode: 3349, duration: 13.619s, episode steps: 649, steps per second:  48, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.393 [0.000, 5.000],  loss: 0.013312, mae: 2.228476, mean_q: 2.683068, mean_eps: 0.514052
 2430851/6000000: episode: 3350, duration: 16.405s, episode steps: 788, steps per second:  48, episode reward: 19.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.476 [0.000, 5.000],  loss: 0.013059, mae: 2.223713, mean_q: 2.678154, mean_eps: 0.513909
 2431493/6000000: episode: 3351, duration: 13.872s, episode steps: 642, steps per second:  46, episode reward: 13.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.026 [0.000, 5.000],  loss: 0.013609, mae: 2.250248, mean_q: 2.710641, mean_eps: 0.513766
 2432138/6000000: episode: 3352, duration: 13.551s, episode steps: 645, steps per second:  48, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.037 [0.000, 5.000],  loss: 0.013219, mae: 2.240021, mean_q: 2.696511, mean_eps: 0.513637
 2432645/6000000: episode: 3353, duration: 10.929s, episode steps: 507, steps per second:  46, episode reward: 12.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.034 [0.000, 5.000],  loss: 0.013639, mae: 2.245929, mean_q: 2.704287, mean_eps: 0.513522
 2433532/6000000: episode: 3354, duration: 20.367s, episode steps: 887, steps per second:  44, episode reward: 22.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.015 [0.000, 5.000],  loss: 0.014382, mae: 2.255157, mean_q: 2.714238, mean_eps: 0.513382
 2434208/6000000: episode: 3355, duration: 15.908s, episode steps: 676, steps per second:  42, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.999 [0.000, 5.000],  loss: 0.016146, mae: 2.230156, mean_q: 2.686259, mean_eps: 0.513226
 2435031/6000000: episode: 3356, duration: 17.885s, episode steps: 823, steps per second:  46, episode reward: 20.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.115 [0.000, 5.000],  loss: 0.014778, mae: 2.236324, mean_q: 2.692455, mean_eps: 0.513076
 2435786/6000000: episode: 3357, duration: 16.956s, episode steps: 755, steps per second:  45, episode reward: 15.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.253 [0.000, 5.000],  loss: 0.013420, mae: 2.234386, mean_q: 2.691383, mean_eps: 0.512918
 2436617/6000000: episode: 3358, duration: 18.862s, episode steps: 831, steps per second:  44, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.554 [0.000, 5.000],  loss: 0.013274, mae: 2.262952, mean_q: 2.726078, mean_eps: 0.512760
 2437437/6000000: episode: 3359, duration: 17.424s, episode steps: 820, steps per second:  47, episode reward: 16.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.183 [0.000, 5.000],  loss: 0.014053, mae: 2.263661, mean_q: 2.726420, mean_eps: 0.512594
 2437921/6000000: episode: 3360, duration: 10.481s, episode steps: 484, steps per second:  46, episode reward:  9.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.450 [0.000, 5.000],  loss: 0.013929, mae: 2.258346, mean_q: 2.720824, mean_eps: 0.512464
 2438925/6000000: episode: 3361, duration: 23.236s, episode steps: 1004, steps per second:  43, episode reward: 24.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.454 [0.000, 5.000],  loss: 0.014169, mae: 2.261620, mean_q: 2.722579, mean_eps: 0.512315
 2439834/6000000: episode: 3362, duration: 20.481s, episode steps: 909, steps per second:  44, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.270 [0.000, 5.000],  loss: 0.012500, mae: 2.254440, mean_q: 2.715276, mean_eps: 0.512124
 2440521/6000000: episode: 3363, duration: 15.030s, episode steps: 687, steps per second:  46, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.316 [0.000, 5.000],  loss: 0.014063, mae: 2.247384, mean_q: 2.705579, mean_eps: 0.511964
 2440931/6000000: episode: 3364, duration: 9.196s, episode steps: 410, steps per second:  45, episode reward:  6.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.456 [0.000, 5.000],  loss: 0.014202, mae: 2.256205, mean_q: 2.716755, mean_eps: 0.511855
 2441757/6000000: episode: 3365, duration: 18.132s, episode steps: 826, steps per second:  46, episode reward: 18.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.361 [0.000, 5.000],  loss: 0.014533, mae: 2.258853, mean_q: 2.718863, mean_eps: 0.511731
 2442774/6000000: episode: 3366, duration: 20.975s, episode steps: 1017, steps per second:  48, episode reward: 24.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.159 [0.000, 5.000],  loss: 0.014736, mae: 2.273201, mean_q: 2.737086, mean_eps: 0.511547
 2443477/6000000: episode: 3367, duration: 14.170s, episode steps: 703, steps per second:  50, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.415 [0.000, 5.000],  loss: 0.012714, mae: 2.248716, mean_q: 2.707021, mean_eps: 0.511375
 2444295/6000000: episode: 3368, duration: 16.785s, episode steps: 818, steps per second:  49, episode reward: 20.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.573 [0.000, 5.000],  loss: 0.013854, mae: 2.247036, mean_q: 2.704327, mean_eps: 0.511223
 2445261/6000000: episode: 3369, duration: 20.700s, episode steps: 966, steps per second:  47, episode reward: 21.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.708 [0.000, 5.000],  loss: 0.014254, mae: 2.262144, mean_q: 2.723345, mean_eps: 0.511044
 2445928/6000000: episode: 3370, duration: 13.665s, episode steps: 667, steps per second:  49, episode reward: 16.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.252 [0.000, 5.000],  loss: 0.015640, mae: 2.289204, mean_q: 2.755502, mean_eps: 0.510881
 2447078/6000000: episode: 3371, duration: 24.099s, episode steps: 1150, steps per second:  48, episode reward: 31.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.152 [0.000, 5.000],  loss: 0.015255, mae: 2.263027, mean_q: 2.724627, mean_eps: 0.510700
 2447849/6000000: episode: 3372, duration: 16.330s, episode steps: 771, steps per second:  47, episode reward: 16.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.244 [0.000, 5.000],  loss: 0.014634, mae: 2.261781, mean_q: 2.722460, mean_eps: 0.510507
 2448740/6000000: episode: 3373, duration: 19.359s, episode steps: 891, steps per second:  46, episode reward: 16.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.312 [0.000, 5.000],  loss: 0.013740, mae: 2.272284, mean_q: 2.736285, mean_eps: 0.510341
 2449704/6000000: episode: 3374, duration: 22.571s, episode steps: 964, steps per second:  43, episode reward: 25.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.284 [0.000, 5.000],  loss: 0.012518, mae: 2.273340, mean_q: 2.739011, mean_eps: 0.510156
 2450163/6000000: episode: 3375, duration: 11.851s, episode steps: 459, steps per second:  39, episode reward:  6.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.967 [0.000, 5.000],  loss: 0.015102, mae: 2.279972, mean_q: 2.745857, mean_eps: 0.510014
 2450887/6000000: episode: 3376, duration: 15.572s, episode steps: 724, steps per second:  46, episode reward: 17.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.269 [0.000, 5.000],  loss: 0.015316, mae: 2.314987, mean_q: 2.791149, mean_eps: 0.509895
 2451763/6000000: episode: 3377, duration: 19.117s, episode steps: 876, steps per second:  46, episode reward: 17.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.274 [0.000, 5.000],  loss: 0.014010, mae: 2.299596, mean_q: 2.770911, mean_eps: 0.509735
 2452495/6000000: episode: 3378, duration: 16.136s, episode steps: 732, steps per second:  45, episode reward: 18.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.342 [0.000, 5.000],  loss: 0.014150, mae: 2.302556, mean_q: 2.771260, mean_eps: 0.509574
 2452977/6000000: episode: 3379, duration: 10.467s, episode steps: 482, steps per second:  46, episode reward:  8.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.210 [0.000, 5.000],  loss: 0.013698, mae: 2.299600, mean_q: 2.768998, mean_eps: 0.509453
 2453510/6000000: episode: 3380, duration: 11.439s, episode steps: 533, steps per second:  47, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.407 [0.000, 5.000],  loss: 0.015236, mae: 2.309919, mean_q: 2.782597, mean_eps: 0.509351
 2454656/6000000: episode: 3381, duration: 24.919s, episode steps: 1146, steps per second:  46, episode reward: 27.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.379 [0.000, 5.000],  loss: 0.013123, mae: 2.310441, mean_q: 2.783370, mean_eps: 0.509184
 2455384/6000000: episode: 3382, duration: 17.606s, episode steps: 728, steps per second:  41, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.179 [0.000, 5.000],  loss: 0.013836, mae: 2.289374, mean_q: 2.756265, mean_eps: 0.508996
 2456075/6000000: episode: 3383, duration: 15.239s, episode steps: 691, steps per second:  45, episode reward: 15.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.658 [0.000, 5.000],  loss: 0.013107, mae: 2.308132, mean_q: 2.779707, mean_eps: 0.508854
 2456462/6000000: episode: 3384, duration: 8.528s, episode steps: 387, steps per second:  45, episode reward:  8.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.664 [0.000, 5.000],  loss: 0.015250, mae: 2.305284, mean_q: 2.778486, mean_eps: 0.508746
 2457006/6000000: episode: 3385, duration: 11.827s, episode steps: 544, steps per second:  46, episode reward: 12.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 1.908 [0.000, 5.000],  loss: 0.014341, mae: 2.305668, mean_q: 2.777640, mean_eps: 0.508653
 2457986/6000000: episode: 3386, duration: 21.299s, episode steps: 980, steps per second:  46, episode reward: 21.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.402 [0.000, 5.000],  loss: 0.014528, mae: 2.309679, mean_q: 2.779907, mean_eps: 0.508501
 2458597/6000000: episode: 3387, duration: 12.881s, episode steps: 611, steps per second:  47, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.522 [0.000, 5.000],  loss: 0.014115, mae: 2.315982, mean_q: 2.789608, mean_eps: 0.508342
 2459275/6000000: episode: 3388, duration: 13.646s, episode steps: 678, steps per second:  50, episode reward: 14.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.919 [0.000, 5.000],  loss: 0.014346, mae: 2.299334, mean_q: 2.768773, mean_eps: 0.508213
 2459821/6000000: episode: 3389, duration: 11.026s, episode steps: 546, steps per second:  50, episode reward: 12.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.253 [0.000, 5.000],  loss: 0.012925, mae: 2.311084, mean_q: 2.783561, mean_eps: 0.508090
 2460333/6000000: episode: 3390, duration: 10.432s, episode steps: 512, steps per second:  49, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.420 [0.000, 5.000],  loss: 0.014354, mae: 2.320721, mean_q: 2.795493, mean_eps: 0.507984
 2460707/6000000: episode: 3391, duration: 7.710s, episode steps: 374, steps per second:  49, episode reward:  5.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.412 [0.000, 5.000],  loss: 0.015315, mae: 2.292739, mean_q: 2.761583, mean_eps: 0.507896
 2461099/6000000: episode: 3392, duration: 8.487s, episode steps: 392, steps per second:  46, episode reward:  8.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.515 [0.000, 5.000],  loss: 0.013135, mae: 2.305516, mean_q: 2.777402, mean_eps: 0.507820
 2462028/6000000: episode: 3393, duration: 19.925s, episode steps: 929, steps per second:  47, episode reward: 16.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.068 [0.000, 5.000],  loss: 0.014051, mae: 2.313145, mean_q: 2.787199, mean_eps: 0.507688
 2462395/6000000: episode: 3394, duration: 7.779s, episode steps: 367, steps per second:  47, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.270 [0.000, 5.000],  loss: 0.014641, mae: 2.300899, mean_q: 2.769379, mean_eps: 0.507558
 2463325/6000000: episode: 3395, duration: 18.973s, episode steps: 930, steps per second:  49, episode reward: 23.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.356 [0.000, 5.000],  loss: 0.012456, mae: 2.303011, mean_q: 2.776142, mean_eps: 0.507428
 2463690/6000000: episode: 3396, duration: 7.452s, episode steps: 365, steps per second:  49, episode reward:  8.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 3.140 [0.000, 5.000],  loss: 0.013438, mae: 2.297963, mean_q: 2.767097, mean_eps: 0.507298
 2464657/6000000: episode: 3397, duration: 20.122s, episode steps: 967, steps per second:  48, episode reward: 23.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.057 [0.000, 5.000],  loss: 0.013239, mae: 2.301662, mean_q: 2.770894, mean_eps: 0.507165
 2465081/6000000: episode: 3398, duration: 9.078s, episode steps: 424, steps per second:  47, episode reward:  7.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.854 [0.000, 5.000],  loss: 0.015911, mae: 2.307112, mean_q: 2.782789, mean_eps: 0.507026
 2465853/6000000: episode: 3399, duration: 16.682s, episode steps: 772, steps per second:  46, episode reward: 19.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.177 [0.000, 5.000],  loss: 0.014313, mae: 2.325723, mean_q: 2.799182, mean_eps: 0.506906
 2466562/6000000: episode: 3400, duration: 16.686s, episode steps: 709, steps per second:  42, episode reward: 17.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.323 [0.000, 5.000],  loss: 0.014020, mae: 2.301814, mean_q: 2.771297, mean_eps: 0.506758
 2467601/6000000: episode: 3401, duration: 23.940s, episode steps: 1039, steps per second:  43, episode reward: 25.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.182 [0.000, 5.000],  loss: 0.015076, mae: 2.308013, mean_q: 2.778104, mean_eps: 0.506584
 2468527/6000000: episode: 3402, duration: 19.456s, episode steps: 926, steps per second:  48, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.305 [0.000, 5.000],  loss: 0.013208, mae: 2.303225, mean_q: 2.774578, mean_eps: 0.506387
 2469467/6000000: episode: 3403, duration: 20.389s, episode steps: 940, steps per second:  46, episode reward: 24.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.478 [0.000, 5.000],  loss: 0.014009, mae: 2.298967, mean_q: 2.768980, mean_eps: 0.506201
 2470391/6000000: episode: 3404, duration: 19.593s, episode steps: 924, steps per second:  47, episode reward: 20.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.139 [0.000, 5.000],  loss: 0.014338, mae: 2.303286, mean_q: 2.772607, mean_eps: 0.506014
 2471086/6000000: episode: 3405, duration: 14.735s, episode steps: 695, steps per second:  47, episode reward: 14.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.273 [0.000, 5.000],  loss: 0.013430, mae: 2.308222, mean_q: 2.777928, mean_eps: 0.505852
 2471734/6000000: episode: 3406, duration: 13.579s, episode steps: 648, steps per second:  48, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.952 [0.000, 5.000],  loss: 0.014236, mae: 2.307092, mean_q: 2.779637, mean_eps: 0.505718
 2472565/6000000: episode: 3407, duration: 18.263s, episode steps: 831, steps per second:  46, episode reward: 17.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.490 [0.000, 5.000],  loss: 0.014238, mae: 2.296352, mean_q: 2.765397, mean_eps: 0.505570
 2472961/6000000: episode: 3408, duration: 8.591s, episode steps: 396, steps per second:  46, episode reward:  5.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.684 [0.000, 5.000],  loss: 0.013688, mae: 2.279403, mean_q: 2.743981, mean_eps: 0.505447
 2473901/6000000: episode: 3409, duration: 20.201s, episode steps: 940, steps per second:  47, episode reward: 24.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.056 [0.000, 5.000],  loss: 0.013279, mae: 2.291122, mean_q: 2.758594, mean_eps: 0.505314
