Training for 1200000 steps ...
c:\Users\jgilg\anaconda3\envs\miar_rl\lib\site-packages\tensorflow\python\keras\engine\training.py:2424: UserWarning: `Model.state_updates` will be removed in a future version. This property should not be used in TensorFlow 2.0, as `updates` are applied automatically.
  warnings.warn('`Model.state_updates` will be removed in a future version. '
     420/1200000: episode: 1, duration: 1.941s, episode steps: 420, steps per second: 216, episode reward:  6.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.479 [0.000, 5.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  656859/1200000: episode: 912, duration: 17.349s, episode steps: 874, steps per second:  50, episode reward: 20.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.088 [0.000, 5.000],  loss: 0.013781, mae: 1.672980, mean_q: 2.022314, mean_eps: 0.100000
  657981/1200000: episode: 913, duration: 24.810s, episode steps: 1122, steps per second:  45, episode reward: 31.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.136 [0.000, 5.000],  loss: 0.012570, mae: 1.686542, mean_q: 2.037627, mean_eps: 0.100000
  658692/1200000: episode: 914, duration: 14.274s, episode steps: 711, steps per second:  50, episode reward: 17.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.256 [0.000, 5.000],  loss: 0.012888, mae: 1.698975, mean_q: 2.054057, mean_eps: 0.100000
  659505/1200000: episode: 915, duration: 16.160s, episode steps: 813, steps per second:  50, episode reward: 19.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.256 [0.000, 5.000],  loss: 0.015189, mae: 1.690409, mean_q: 2.042639, mean_eps: 0.100000
  660241/1200000: episode: 916, duration: 14.446s, episode steps: 736, steps per second:  51, episode reward: 15.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.610 [0.000, 5.000],  loss: 0.011069, mae: 1.680785, mean_q: 2.030911, mean_eps: 0.100000
  661277/1200000: episode: 917, duration: 20.319s, episode steps: 1036, steps per second:  51, episode reward: 23.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.162 [0.000, 5.000],  loss: 0.014072, mae: 1.698701, mean_q: 2.050111, mean_eps: 0.100000
  661775/1200000: episode: 918, duration: 10.215s, episode steps: 498, steps per second:  49, episode reward: 10.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.679 [0.000, 5.000],  loss: 0.013499, mae: 1.693028, mean_q: 2.045062, mean_eps: 0.100000
  662297/1200000: episode: 919, duration: 10.965s, episode steps: 522, steps per second:  48, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.117 [0.000, 5.000],  loss: 0.013829, mae: 1.703154, mean_q: 2.058622, mean_eps: 0.100000
  662961/1200000: episode: 920, duration: 15.275s, episode steps: 664, steps per second:  43, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.744 [0.000, 5.000],  loss: 0.012243, mae: 1.706591, mean_q: 2.063176, mean_eps: 0.100000
  663692/1200000: episode: 921, duration: 17.327s, episode steps: 731, steps per second:  42, episode reward: 18.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.067 [0.000, 5.000],  loss: 0.013116, mae: 1.671259, mean_q: 2.018570, mean_eps: 0.100000
  664783/1200000: episode: 922, duration: 23.857s, episode steps: 1091, steps per second:  46, episode reward: 25.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 1.936 [0.000, 5.000],  loss: 0.013823, mae: 1.684010, mean_q: 2.035171, mean_eps: 0.100000
  665299/1200000: episode: 923, duration: 11.122s, episode steps: 516, steps per second:  46, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.331 [0.000, 5.000],  loss: 0.015103, mae: 1.680493, mean_q: 2.030165, mean_eps: 0.100000
  666797/1200000: episode: 924, duration: 33.127s, episode steps: 1498, steps per second:  45, episode reward: 27.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.790 [0.000, 5.000],  loss: 0.014312, mae: 1.689981, mean_q: 2.041802, mean_eps: 0.100000
  667562/1200000: episode: 925, duration: 15.996s, episode steps: 765, steps per second:  48, episode reward: 16.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.379 [0.000, 5.000],  loss: 0.014139, mae: 1.683397, mean_q: 2.032621, mean_eps: 0.100000
  668211/1200000: episode: 926, duration: 14.380s, episode steps: 649, steps per second:  45, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.492 [0.000, 5.000],  loss: 0.015015, mae: 1.668526, mean_q: 2.014483, mean_eps: 0.100000
  669104/1200000: episode: 927, duration: 29.615s, episode steps: 893, steps per second:  30, episode reward: 20.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 1.946 [0.000, 5.000],  loss: 0.012772, mae: 1.672182, mean_q: 2.020494, mean_eps: 0.100000
  669656/1200000: episode: 928, duration: 23.100s, episode steps: 552, steps per second:  24, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.793 [0.000, 5.000],  loss: 0.012685, mae: 1.674766, mean_q: 2.022942, mean_eps: 0.100000
  670286/1200000: episode: 929, duration: 14.481s, episode steps: 630, steps per second:  44, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.310 [0.000, 5.000],  loss: 0.010917, mae: 1.698293, mean_q: 2.052755, mean_eps: 0.100000
  671014/1200000: episode: 930, duration: 15.702s, episode steps: 728, steps per second:  46, episode reward: 10.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.783 [0.000, 5.000],  loss: 0.012731, mae: 1.715159, mean_q: 2.072460, mean_eps: 0.100000
  671833/1200000: episode: 931, duration: 16.623s, episode steps: 819, steps per second:  49, episode reward: 16.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.103 [0.000, 5.000],  loss: 0.015422, mae: 1.700875, mean_q: 2.053486, mean_eps: 0.100000
  672546/1200000: episode: 932, duration: 14.129s, episode steps: 713, steps per second:  50, episode reward: 14.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.474 [0.000, 5.000],  loss: 0.013355, mae: 1.705700, mean_q: 2.059614, mean_eps: 0.100000
  673113/1200000: episode: 933, duration: 12.010s, episode steps: 567, steps per second:  47, episode reward:  8.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.206 [0.000, 5.000],  loss: 0.016472, mae: 1.700854, mean_q: 2.052603, mean_eps: 0.100000
  673810/1200000: episode: 934, duration: 15.014s, episode steps: 697, steps per second:  46, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.382 [0.000, 5.000],  loss: 0.012835, mae: 1.711536, mean_q: 2.066484, mean_eps: 0.100000
  674558/1200000: episode: 935, duration: 15.531s, episode steps: 748, steps per second:  48, episode reward: 12.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.400 [0.000, 5.000],  loss: 0.016940, mae: 1.715987, mean_q: 2.069485, mean_eps: 0.100000
  675483/1200000: episode: 936, duration: 18.886s, episode steps: 925, steps per second:  49, episode reward: 21.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 1.866 [0.000, 5.000],  loss: 0.012973, mae: 1.721649, mean_q: 2.078356, mean_eps: 0.100000
  676502/1200000: episode: 937, duration: 23.437s, episode steps: 1019, steps per second:  43, episode reward: 21.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.044 [0.000, 5.000],  loss: 0.014275, mae: 1.712788, mean_q: 2.068810, mean_eps: 0.100000
  677253/1200000: episode: 938, duration: 16.248s, episode steps: 751, steps per second:  46, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.306 [0.000, 5.000],  loss: 0.014772, mae: 1.710239, mean_q: 2.064832, mean_eps: 0.100000
  678015/1200000: episode: 939, duration: 16.797s, episode steps: 762, steps per second:  45, episode reward: 17.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.165 [0.000, 5.000],  loss: 0.013259, mae: 1.713240, mean_q: 2.069983, mean_eps: 0.100000
  678964/1200000: episode: 940, duration: 22.364s, episode steps: 949, steps per second:  42, episode reward: 11.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.184 [0.000, 5.000],  loss: 0.013767, mae: 1.704643, mean_q: 2.058785, mean_eps: 0.100000
  679795/1200000: episode: 941, duration: 18.188s, episode steps: 831, steps per second:  46, episode reward: 14.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.474 [0.000, 5.000],  loss: 0.012784, mae: 1.719962, mean_q: 2.078167, mean_eps: 0.100000
  680528/1200000: episode: 942, duration: 15.527s, episode steps: 733, steps per second:  47, episode reward: 15.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.844 [0.000, 5.000],  loss: 0.013474, mae: 1.726212, mean_q: 2.086718, mean_eps: 0.100000
  681246/1200000: episode: 943, duration: 15.183s, episode steps: 718, steps per second:  47, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.253 [0.000, 5.000],  loss: 0.016061, mae: 1.740977, mean_q: 2.103456, mean_eps: 0.100000
  682019/1200000: episode: 944, duration: 16.467s, episode steps: 773, steps per second:  47, episode reward: 14.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.177 [0.000, 5.000],  loss: 0.013363, mae: 1.748230, mean_q: 2.112135, mean_eps: 0.100000
  682767/1200000: episode: 945, duration: 17.321s, episode steps: 748, steps per second:  43, episode reward: 14.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.698 [0.000, 5.000],  loss: 0.014937, mae: 1.746870, mean_q: 2.109534, mean_eps: 0.100000
  683497/1200000: episode: 946, duration: 15.631s, episode steps: 730, steps per second:  47, episode reward: 16.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.275 [0.000, 5.000],  loss: 0.014098, mae: 1.718977, mean_q: 2.076716, mean_eps: 0.100000
  684210/1200000: episode: 947, duration: 16.219s, episode steps: 713, steps per second:  44, episode reward: 17.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 1.919 [0.000, 5.000],  loss: 0.012673, mae: 1.733758, mean_q: 2.095385, mean_eps: 0.100000
  684816/1200000: episode: 948, duration: 14.034s, episode steps: 606, steps per second:  43, episode reward: 11.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.559 [0.000, 5.000],  loss: 0.011568, mae: 1.708610, mean_q: 2.064794, mean_eps: 0.100000
  685452/1200000: episode: 949, duration: 14.001s, episode steps: 636, steps per second:  45, episode reward: 14.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 1.954 [0.000, 5.000],  loss: 0.014118, mae: 1.736284, mean_q: 2.097815, mean_eps: 0.100000
  685907/1200000: episode: 950, duration: 10.654s, episode steps: 455, steps per second:  43, episode reward:  9.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.077 [0.000, 5.000],  loss: 0.012849, mae: 1.771961, mean_q: 2.140702, mean_eps: 0.100000
  686774/1200000: episode: 951, duration: 20.291s, episode steps: 867, steps per second:  43, episode reward: 17.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.601 [0.000, 5.000],  loss: 0.013321, mae: 1.734293, mean_q: 2.096085, mean_eps: 0.100000
  687614/1200000: episode: 952, duration: 18.593s, episode steps: 840, steps per second:  45, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.898 [0.000, 5.000],  loss: 0.014859, mae: 1.721909, mean_q: 2.079562, mean_eps: 0.100000
  688192/1200000: episode: 953, duration: 11.610s, episode steps: 578, steps per second:  50, episode reward: 10.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.803 [0.000, 5.000],  loss: 0.013596, mae: 1.747227, mean_q: 2.110862, mean_eps: 0.100000
  689170/1200000: episode: 954, duration: 21.375s, episode steps: 978, steps per second:  46, episode reward: 21.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.885 [0.000, 5.000],  loss: 0.013195, mae: 1.711841, mean_q: 2.067239, mean_eps: 0.100000
  689844/1200000: episode: 955, duration: 16.311s, episode steps: 674, steps per second:  41, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.564 [0.000, 5.000],  loss: 0.013261, mae: 1.725354, mean_q: 2.084011, mean_eps: 0.100000
  690473/1200000: episode: 956, duration: 14.522s, episode steps: 629, steps per second:  43, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.626 [0.000, 5.000],  loss: 0.012288, mae: 1.739153, mean_q: 2.100540, mean_eps: 0.100000
  691183/1200000: episode: 957, duration: 14.804s, episode steps: 710, steps per second:  48, episode reward:  9.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.154 [0.000, 5.000],  loss: 0.013540, mae: 1.735058, mean_q: 2.095176, mean_eps: 0.100000
  692073/1200000: episode: 958, duration: 18.039s, episode steps: 890, steps per second:  49, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.485 [0.000, 5.000],  loss: 0.014315, mae: 1.761182, mean_q: 2.126280, mean_eps: 0.100000
  692835/1200000: episode: 959, duration: 16.147s, episode steps: 762, steps per second:  47, episode reward: 11.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.138 [0.000, 5.000],  loss: 0.012966, mae: 1.736741, mean_q: 2.098574, mean_eps: 0.100000
  693839/1200000: episode: 960, duration: 21.743s, episode steps: 1004, steps per second:  46, episode reward: 16.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.198 [0.000, 5.000],  loss: 0.013994, mae: 1.752381, mean_q: 2.115325, mean_eps: 0.100000
  694483/1200000: episode: 961, duration: 14.422s, episode steps: 644, steps per second:  45, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 1.734 [0.000, 5.000],  loss: 0.015763, mae: 1.749272, mean_q: 2.111912, mean_eps: 0.100000
  695334/1200000: episode: 962, duration: 20.623s, episode steps: 851, steps per second:  41, episode reward: 18.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.931 [0.000, 5.000],  loss: 0.013930, mae: 1.743958, mean_q: 2.105245, mean_eps: 0.100000
  696054/1200000: episode: 963, duration: 15.415s, episode steps: 720, steps per second:  47, episode reward: 17.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.257 [0.000, 5.000],  loss: 0.013636, mae: 1.763007, mean_q: 2.128116, mean_eps: 0.100000
  696636/1200000: episode: 964, duration: 12.913s, episode steps: 582, steps per second:  45, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.349 [0.000, 5.000],  loss: 0.013277, mae: 1.741420, mean_q: 2.103923, mean_eps: 0.100000
  697561/1200000: episode: 965, duration: 20.348s, episode steps: 925, steps per second:  45, episode reward: 20.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.230 [0.000, 5.000],  loss: 0.014051, mae: 1.742109, mean_q: 2.103661, mean_eps: 0.100000
  698388/1200000: episode: 966, duration: 17.146s, episode steps: 827, steps per second:  48, episode reward: 23.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.380 [0.000, 5.000],  loss: 0.015383, mae: 1.729067, mean_q: 2.087881, mean_eps: 0.100000
  699043/1200000: episode: 967, duration: 13.637s, episode steps: 655, steps per second:  48, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.876 [0.000, 5.000],  loss: 0.013370, mae: 1.754715, mean_q: 2.118419, mean_eps: 0.100000
  699676/1200000: episode: 968, duration: 13.364s, episode steps: 633, steps per second:  47, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.716 [0.000, 5.000],  loss: 0.012166, mae: 1.768719, mean_q: 2.135041, mean_eps: 0.100000
  700577/1200000: episode: 969, duration: 22.433s, episode steps: 901, steps per second:  40, episode reward: 21.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.489 [0.000, 5.000],  loss: 0.011999, mae: 1.763576, mean_q: 2.130970, mean_eps: 0.100000
  701209/1200000: episode: 970, duration: 15.027s, episode steps: 632, steps per second:  42, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.066 [0.000, 5.000],  loss: 0.017450, mae: 1.752378, mean_q: 2.116495, mean_eps: 0.100000
  702009/1200000: episode: 971, duration: 18.301s, episode steps: 800, steps per second:  44, episode reward: 15.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.014 [0.000, 5.000],  loss: 0.016872, mae: 1.787388, mean_q: 2.158232, mean_eps: 0.100000
  703010/1200000: episode: 972, duration: 23.552s, episode steps: 1001, steps per second:  43, episode reward: 18.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.017 [0.000, 5.000],  loss: 0.013802, mae: 1.763469, mean_q: 2.130931, mean_eps: 0.100000
  703803/1200000: episode: 973, duration: 17.874s, episode steps: 793, steps per second:  44, episode reward: 13.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.464 [0.000, 5.000],  loss: 0.017219, mae: 1.761176, mean_q: 2.125898, mean_eps: 0.100000
  704377/1200000: episode: 974, duration: 12.573s, episode steps: 574, steps per second:  46, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.775 [0.000, 5.000],  loss: 0.015374, mae: 1.754228, mean_q: 2.117779, mean_eps: 0.100000
  705229/1200000: episode: 975, duration: 18.737s, episode steps: 852, steps per second:  45, episode reward: 21.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.588 [0.000, 5.000],  loss: 0.015426, mae: 1.786797, mean_q: 2.159156, mean_eps: 0.100000
  706016/1200000: episode: 976, duration: 19.335s, episode steps: 787, steps per second:  41, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.186 [0.000, 5.000],  loss: 0.014090, mae: 1.763776, mean_q: 2.131979, mean_eps: 0.100000
  706829/1200000: episode: 977, duration: 17.674s, episode steps: 813, steps per second:  46, episode reward: 13.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.438 [0.000, 5.000],  loss: 0.013410, mae: 1.766577, mean_q: 2.134105, mean_eps: 0.100000
  707562/1200000: episode: 978, duration: 15.155s, episode steps: 733, steps per second:  48, episode reward: 12.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.468 [0.000, 5.000],  loss: 0.013941, mae: 1.771549, mean_q: 2.138740, mean_eps: 0.100000
  708008/1200000: episode: 979, duration: 9.459s, episode steps: 446, steps per second:  47, episode reward:  6.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.002 [0.000, 5.000],  loss: 0.015945, mae: 1.749485, mean_q: 2.112120, mean_eps: 0.100000
  708649/1200000: episode: 980, duration: 13.458s, episode steps: 641, steps per second:  48, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.482 [0.000, 5.000],  loss: 0.015789, mae: 1.772011, mean_q: 2.140767, mean_eps: 0.100000
  709281/1200000: episode: 981, duration: 13.053s, episode steps: 632, steps per second:  48, episode reward: 13.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.076 [0.000, 5.000],  loss: 0.012246, mae: 1.739620, mean_q: 2.102257, mean_eps: 0.100000
  710208/1200000: episode: 982, duration: 20.043s, episode steps: 927, steps per second:  46, episode reward: 26.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.321 [0.000, 5.000],  loss: 0.014565, mae: 1.764475, mean_q: 2.131964, mean_eps: 0.100000
